0,0,0,10,0,0,29.75,301.9,1,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,a7bd4600-e792-4821-9595-078166d65070,2023-02-11T17:41:52Z
0,0,0,16,1,0,18.95,326.8,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,b1401736-9b4f-4a30-87c8-65c8d320123b,2023-02-11T17:41:52Z
0,1,1,10,1,0,55.2,528.35,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,7ed5aa3e-6324-4aa0-ae46-14ab4de6cc2e,2023-02-11T17:41:52Z
0,0,1,17,1,1,64.7,1093.1,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,5ce61296-a286-42c9-9b66-f86621873a80,2023-02-11T17:41:52Z
1,1,0,71,1,1,96.35,6766.95,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,a3d0d73c-27da-41ac-b776-76c632d559cd,2023-02-11T17:41:52Z
1,1,1,60,1,1,74.85,4456.35,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,eb83ff5c-577c-4ea5-b51d-ce8751f09da8,2023-02-11T17:41:52Z
0,1,0,47,1,1,100.5,4707.1,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,1e1b3323-93a5-4e2c-8e50-f62693e0a004,2023-02-11T17:41:52Z
0,0,1,3,1,1,64.5,177.4,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,cb72b9a9-9a08-4002-a316-384bd7b89b56,2023-02-11T17:41:52Z
0,0,1,1,1,1,79.35,79.35,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,b9faf3af-01f6-4940-9d19-108b9f190c0e,2023-02-11T17:41:52Z
0,1,1,11,0,0,50.55,565.35,1,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,87c1da80-2989-4d09-a065-2d8ee83e0fab,2023-02-11T17:41:52Z
